First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Ryszard Antoni,Legutko,female,69.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Janusz,Lewandowski,male,67.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Bogusław,Liberadzki,female,70.0,Poland,S&D,ABSTAINED,Sojusz Lewicy Demokratycznej
Elżbieta Katarzyna,Łukacijewska,male,52.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Krystyna,Łybacka,male,73.0,Poland,S&D,NOT PRESENT,Sojusz Lewicy Demokratycznej
Michał,Marusik,male,67.0,Poland,ENF,AGAINST,Kongres Nowej Prawicy
Jan,Olbrycht,female,66.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Stanisław,Ożóg,male,65.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Bolesław G.,Piecha,female,64.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Mirosław,Piotrowski,male,53.0,Poland,ECR,AGAINST,Independent
Julia,Pitera,male,65.0,Poland,EPP,FOR,Platforma Obywatelska
Marek,Plura,male,48.0,Poland,EPP,AGAINST - CORRECTED,Platforma Obywatelska
Tomasz Piotr,Poręba,male,45.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Dariusz,Rosati,female,72.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Jacek,Saryusz-Wolski,male,70.0,Poland,Non-attached,AGAINST,Platforma Obywatelska
Czesław Adam,Siekierski,female,66.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Bogusław,Sonik,female,65.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Dobromir,Sośnierz,male,42.0,Poland,Non-attached,AGAINST,Wolność
Adam,Szejnfeld,male,60.0,Poland,EPP,AGAINST,Platforma Obywatelska
Kazimierz Michał,Ujazdowski,male,54.0,Poland,Non-attached,ABSTAINED - CORRECTED,Independent
Róża Gräfin,von Thun Und Hohenstein,male,64.0,Poland,EPP,AGAINST,Platforma Obywatelska
Jarosław,Wałęsa,female,42.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Jadwiga,Wiśniewska,female,55.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Bogdan Andrzej,Zdrojewski,male,61.0,Poland,EPP,FOR,Platforma Obywatelska
Janusz,Zemke,male,70.0,Poland,S&D,ABSTAINED,Sojusz Lewicy Demokratycznej - Unia Pracy
Kosma,Złotowski,male,55.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Stanisław,Żółtek,male,62.0,Poland,ENF,AGAINST,Kongres Nowej Prawicy
Tadeusz,Zwiefka,male,64.0,Poland,EPP,FOR,Platforma Obywatelska
Victor,Boştinaru,male,66.0,Romania,S&D,FOR,Partidul Social Democrat
Daniel,Buda,male,49.0,Romania,EPP,ABSTAINED,Partidul Național Liberal
Cristian-Silviu,Buşoi,male,41.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Andi,Cristea,female,37.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Mircea,Diaconu,male,69.0,Romania,ALDE,FOR,Independent
Damian,Drăghici,female,48.0,Romania,S&D,FOR,Independent
Doru-Claudian,Frunzulică,male,59.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Maria,Grapini,female,64.0,Romania,S&D,AGAINST - CORRECTED,Partidul Puterii Umaniste
Cătălin Sorin,Ivan,male,40.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Monica,Macovei,male,60.0,Romania,ECR,AGAINST,Independent
Ramona Nicole,Mănescu,female,46.0,Romania,EPP,FOR,Partidul Național Liberal
Marian-Jean,Marinescu,female,66.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Sorin,Moisă,female,43.0,Romania,EPP,FOR,Partidul Social Democrat
Siegfried,Mureşan,male,37.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Dan,Nica,male,58.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Norica,Nicolai,male,61.0,Romania,ALDE,NOT PRESENT,ALDE Romania
Ioan Mircea,Paşcu,male,70.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Emilian,Pavel,male,35.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Răzvan,Popa,male,41.0,Romania,S&D,AGAINST - CORRECTED,Partidul Social Democrat
Cristian Dan,Preda,male,52.0,Romania,EPP,FOR,Independent
Laurenţiu,Rebega,male,43.0,Romania,ECR,NOT PRESENT,Independent
Daciana Octavia,Sârbu,male,42.0,Romania,S&D,FOR,Partidul Social Democrat
Csaba,Sógor,male,54.0,Romania,EPP,FOR,Uniunea Democrată Maghiară din România
Theodor Dumitru,Stolojan,male,75.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Claudiu Ciprian,Tănăsescu,male,53.0,Romania,S&D,AGAINST,Partidul Social Democrat
Claudia,Țapardel,female,35.0,Romania,S&D,AGAINST,Partidul Social Democrat
Mihai,Ţurcanu,male,43.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Traian,Ungureanu,female,61.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Adina-Ioana,Vălean,female,51.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Renate,Weber,male,63.0,Romania,ALDE,AGAINST,Independent
Iuliu,Winkler,male,55.0,Romania,EPP,NOT PRESENT,Uniunea Democrată Maghiară din România
Maria Gabriela,Zoană,male,39.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Monika,Beňová,male,50.0,Slovakia,S&D,AGAINST,SMER-Sociálna demokracia
Pál,Csáky,female,63.0,Slovakia,EPP,FOR,Strana maďarskej komunity – Magyar Közösség Pártja
Eduard,Kukan,male,79.0,Slovakia,EPP,FOR,Independent
Vladimír,Maňka,male,59.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Miroslav,Mikolášik,male,66.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
József,Nagy,male,51.0,Slovakia,EPP,FOR,MOST-Híd
Branislav,Škripek,male,48.0,Slovakia,ECR,AGAINST,OBYČAJNÍ ĽUDIA
Monika,Smolková,female,62.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Ivan,Štefanec,male,57.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
Richard,Sulík,male,51.0,Slovakia,ECR,AGAINST,Sloboda a Solidarita
Anna,Záborská,male,70.0,Slovakia,EPP,ABSTAINED,Kresťanskodemokratické hnutie
Boris,Zala,female,64.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Jana,Žitňanská,male,44.0,Slovakia,ECR,AGAINST,NOVA
Franc,Bogovič,male,56.0,Slovenia,EPP,FOR,Slovenska ljudska stranka
Tanja,Fajon,female,47.0,Slovenia,S&D,AGAINST,Socialni demokrati
Alojz,Peterle,female,70.0,Slovenia,EPP,FOR,Nova Slovenija – Krščanski demokrati
Igor,Šoltes,male,54.0,Slovenia,Greens-EFA,AGAINST,Lista dr. Igorja Šoltesa
Patricija,Šulin,female,53.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Romana,Tomc,female,53.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Ivo,Vajgl,male,76.0,Slovenia,ALDE,FOR,DeSUS - Demokratična Stranka Upokojencev Slovenije
Milan,Zver,male,56.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
