First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Luděk,Niedermayer,male,53.0,Czech Republic,EPP,ABSTAINED,TOP 09 a Starostové
Stanislav,Polčák,female,39.0,Czech Republic,EPP,ABSTAINED,Starostové a nezávisli
Jiří,Pospíšil,male,43.0,Czech Republic,EPP,AGAINST,TOP 09 a Starostové
Michaela,Šojdrová,male,55.0,Czech Republic,EPP,FOR,Křesťanská a demokratická unie - Československá strana lidová
Jaromír,Štětina,male,75.0,Czech Republic,EPP,NOT PRESENT,TOP 09 a Starostové
Pavel,Svoboda,male,56.0,Czech Republic,EPP,FOR,Křesťanská a demokratická unie - Československá strana lidová
Tomáš,Zdechovský,male,39.0,Czech Republic,EPP,AGAINST,Křesťanská a demokratická unie - Československá strana lidová
Bendt,Bendtsen,male,65.0,Denmark,EPP,FOR,Det Konservative Folkeparti
Tunne,Kelam,male,82.0,Estonia,EPP,FOR,Erakond Isamaa ja Res Publica Liit
Sirpa,Pietikäinen,male,59.0,Finland,EPP,FOR - CORRECTED,Kansallinen Kokoomus
Petri,Sarvamaa,male,58.0,Finland,EPP,FOR,Kansallinen Kokoomus
Henna,Virkkunen,male,46.0,Finland,EPP,FOR,Kansallinen Kokoomus
Michèle,Alliot-Marie,male,72.0,France,EPP,FOR,Les Républicains
Alain,Cadec,female,65.0,France,EPP,FOR,Les Républicains
Arnaud,Danjean,female,48.0,France,EPP,FOR,Les Républicains
Michel,Dantin,female,59.0,France,EPP,FOR,Les Républicains
Rachida,Dati,male,53.0,France,EPP,FOR,Les Républicains
Angélique,Delahaye,female,56.0,France,EPP,FOR,Les Républicains
Geoffroy,Didier,male,42.0,France,EPP,FOR,Les Républicains
Françoise,Grossetête,male,72.0,France,EPP,FOR,Les Républicains
Brice,Hortefeux,male,60.0,France,EPP,FOR,Les Républicains
Marc,Joulaud,male,51.0,France,EPP,FOR,Les Républicains
Philippe,Juvin,female,55.0,France,EPP,FOR,Les Républicains
Alain,Lamassoure,female,75.0,France,EPP,FOR,Les Républicains
Jérôme,Lavrilleux,male,49.0,France,EPP,FOR,Sans étiquette
Nadine,Morano,female,55.0,France,EPP,FOR,Les Républicains
Elisabeth,Morin-Chartier,male,71.0,France,EPP,FOR,Les Républicains
Renaud,Muselier,male,59.0,France,EPP,FOR,Les Républicains
Maurice,Ponga,male,71.0,France,EPP,NOT PRESENT,Les Républicains
Franck,Proust,male,55.0,France,EPP,FOR,Les Républicains
Tokia,Saïfi,male,59.0,France,EPP,FOR,Les Républicains
Anne,Sander,female,45.0,France,EPP,FOR,Les Républicains
Reimer,Böge,male,67.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Elmar,Brok,male,72.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Daniel,Caspary,male,42.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Birgit,Collin-Langen,female,62.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Albert,Dess,female,71.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Christian,Ehler,female,55.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Markus,Ferber,female,54.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Karl-Heinz,Florenz,female,71.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Michael,Gahler,male,58.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Stefan,Gehrold,male,53.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Jens,Gieseke,female,47.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Ingeborg,Grässle,male,58.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Monika,Hohlmeier,male,56.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Peter,Jahr,male,59.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Dieter-Lebrecht,Koch,male,66.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Werner,Kuhn,male,63.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Werner,Langen,male,69.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Peter,Liese,female,53.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Norbert,Lins,female,41.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Thomas,Mann,female,73.0,Germany,EPP,AGAINST - CORRECTED,Christlich Demokratische Union Deutschlands
David,McAllister,female,48.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Angelika,Niebler,male,56.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Markus,Pieper,male,55.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Godelieve,Quisthoudt-Rowohl,male,71.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Dennis,Radtke,male,39.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Sven,Schulze,female,39.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Andreas,Schwab,male,45.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Renate,Sommer,male,60.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Sabine,Verheyen,female,54.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Axel,Voss,male,55.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Manfred,Weber,female,46.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Rainer,Wieland,male,62.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Hermann,Winkler,male,55.0,Germany,EPP,AGAINST,Christlich Demokratische Union Deutschlands
Joachim,Zeller,male,66.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Manolis,Kefalogiannis,male,59.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Georgios,Kyrtsos,female,66.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Maria,Spyraki,male,53.0,Greece,EPP,FOR,Nea Demokratia
Elissavet,Vozemberg-Vrionidi,male,62.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Theodoros,Zagorakis,male,47.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Andrea,Bocskor,male,40.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Andor,Deli,male,41.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Tamás,Deutsch,female,52.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Norbert,Erdős,male,46.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Kinga,Gál,male,48.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
András,Gyürk,female,46.0,Hungary,EPP,NOT PRESENT,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
György,Hölvényi,male,56.0,Hungary,EPP,FOR,Kereszténydemokrata Néppárt 335
Lívia,Járóka,male,44.0,Hungary,EPP,NOT PRESENT,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Ádám,Kósa,male,43.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
György,Schöpflin,male,79.0,Hungary,EPP,NOT PRESENT,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
József,Szájer,male,57.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
László,Tőkés,female,66.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Deirdre,Clune,male,59.0,Ireland,EPP,NOT PRESENT,Fine Gael Party
Brian,Hayes,male,49.0,Ireland,EPP,FOR,Fine Gael Party
Seán,Kelly,male,66.0,Ireland,EPP,FOR,Fine Gael Party
Mairead,McGuinness,male,59.0,Ireland,EPP,FOR,Fine Gael Party
Lorenzo,Cesa,male,67.0,Italy,EPP,FOR,Unione di Centro
Salvatore,Cicu,female,61.0,Italy,EPP,FOR,Forza Italia
Alberto,Cirio,male,46.0,Italy,EPP,FOR,Forza Italia
Lara,Comi,female,36.0,Italy,EPP,FOR,Forza Italia
Herbert,Dorfmann,female,50.0,Italy,EPP,FOR,Südtiroler Volkspartei
Elisabetta,Gardini,male,62.0,Italy,EPP,FOR,Forza Italia
Giovanni,La Via,female,55.0,Italy,EPP,FOR,Alternativa Popolare
Fulvio,Martusciello,male,50.0,Italy,EPP,FOR,Forza Italia
Barbara,Matera,female,37.0,Italy,EPP,FOR,Forza Italia
Alessandra,Mussolini,male,56.0,Italy,EPP,FOR,Forza Italia
Aldo,Patriciello,male,61.0,Italy,EPP,NOT PRESENT,Forza Italia
Massimiliano,Salini,male,46.0,Italy,EPP,FOR,Forza Italia
Antonio,Tajani,female,65.0,Italy,EPP,NOT PRESENT,Forza Italia
Sandra,Kalniete,female,66.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Aleksejs,Loskutovs,male,56.0,Latvia,EPP,FOR - CORRECTED,Partija VIENOTĪBA
Kārlis,Šadurskis ,male,59.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Inese,Vaidere,male,66.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Laima Liucija,Andrikienė,female,61.0,Lithuania,EPP,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai
Antanas,Guoga,male,45.0,Lithuania,EPP,AGAINST - CORRECTED,Independent
Algirdas,Saudargas,male,70.0,Lithuania,EPP,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai
Georges,Bach,female,63.0,Luxembourg,EPP,AGAINST,Parti chrétien social luxembourgeois
Frank,Engel,male,43.0,Luxembourg,EPP,AGAINST,Parti chrétien social luxembourgeois
Christophe,Hansen,male,37.0,Luxembourg,EPP,AGAINST,Parti chrétien social luxembourgeois
David,Casa,male,50.0,Malta,EPP,AGAINST,Partit Nazzjonalista
Roberta,Metsola,male,40.0,Malta,EPP,AGAINST,Partit Nazzjonalista
Francis,Zammit Dimech,male,64.0,Malta,EPP,FOR,Partit Nazzjonalista
Esther,de Lange,male,44.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Jeroen,Lenaers,female,34.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Annie,Schreijer-Pierik,male,66.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Wim,van de Camp,male,65.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Lambert,van Nistelrooij,male,66.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Michał,Boni,male,64.0,Poland,EPP,AGAINST,Platforma Obywatelska
Jerzy,Buzek,female,78.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Andrzej,Grzyb,female,62.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Krzysztof,Hetman,female,44.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Danuta Maria,Hübner,male,70.0,Poland,EPP,FOR,Platforma Obywatelska
Danuta,Jazłowiecka,male,61.0,Poland,EPP,FOR - CORRECTED,Platforma Obywatelska
Jarosław,Kalinowski,male,56.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Agnieszka,Kozłowska-Rajewicz,male,49.0,Poland,EPP,FOR,Platforma Obywatelska
Barbara,Kudrycka,male,63.0,Poland,EPP,FOR,Platforma Obywatelska
Janusz,Lewandowski,male,67.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Elżbieta Katarzyna,Łukacijewska,male,52.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Jan,Olbrycht,female,66.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Julia,Pitera,male,65.0,Poland,EPP,FOR,Platforma Obywatelska
Marek,Plura,male,48.0,Poland,EPP,AGAINST - CORRECTED,Platforma Obywatelska
Dariusz,Rosati,female,72.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Czesław Adam,Siekierski,female,66.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Bogusław,Sonik,female,65.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Adam,Szejnfeld,male,60.0,Poland,EPP,AGAINST,Platforma Obywatelska
Róża Gräfin,von Thun Und Hohenstein,male,64.0,Poland,EPP,AGAINST,Platforma Obywatelska
Jarosław,Wałęsa,female,42.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Bogdan Andrzej,Zdrojewski,male,61.0,Poland,EPP,FOR,Platforma Obywatelska
Tadeusz,Zwiefka,male,64.0,Poland,EPP,FOR,Platforma Obywatelska
Carlos,Coelho,male,58.0,Portugal,EPP,FOR,Partido Social Democrata
José Inácio,Faria,male,57.0,Portugal,EPP,FOR,Partido da Terra
José Manuel,Fernandes,male,51.0,Portugal,EPP,FOR,Partido Social Democrata
Nuno,Melo,male,53.0,Portugal,EPP,FOR,Partido Popular
Cláudia,Monteiro De Aguiar,female,36.0,Portugal,EPP,FOR,Partido Social Democrata
Paulo,Rangel,female,51.0,Portugal,EPP,FOR,Partido Social Democrata
Sofia,Ribeiro,male,42.0,Portugal,EPP,FOR,Partido Social Democrata
Fernando,Ruas,male,70.0,Portugal,EPP,FOR,Partido Social Democrata
Daniel,Buda,male,49.0,Romania,EPP,ABSTAINED,Partidul Național Liberal
Cristian-Silviu,Buşoi,male,41.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Ramona Nicole,Mănescu,female,46.0,Romania,EPP,FOR,Partidul Național Liberal
Marian-Jean,Marinescu,female,66.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Sorin,Moisă,female,43.0,Romania,EPP,FOR,Partidul Social Democrat
Siegfried,Mureşan,male,37.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Cristian Dan,Preda,male,52.0,Romania,EPP,FOR,Independent
Csaba,Sógor,male,54.0,Romania,EPP,FOR,Uniunea Democrată Maghiară din România
Theodor Dumitru,Stolojan,male,75.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Mihai,Ţurcanu,male,43.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Traian,Ungureanu,female,61.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Adina-Ioana,Vălean,female,51.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Iuliu,Winkler,male,55.0,Romania,EPP,NOT PRESENT,Uniunea Democrată Maghiară din România
Pál,Csáky,female,63.0,Slovakia,EPP,FOR,Strana maďarskej komunity – Magyar Közösség Pártja
Eduard,Kukan,male,79.0,Slovakia,EPP,FOR,Independent
Miroslav,Mikolášik,male,66.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
József,Nagy,male,51.0,Slovakia,EPP,FOR,MOST-Híd
Ivan,Štefanec,male,57.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
Anna,Záborská,male,70.0,Slovakia,EPP,ABSTAINED,Kresťanskodemokratické hnutie
Franc,Bogovič,male,56.0,Slovenia,EPP,FOR,Slovenska ljudska stranka
Alojz,Peterle,female,70.0,Slovenia,EPP,FOR,Nova Slovenija – Krščanski demokrati
Patricija,Šulin,female,53.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Romana,Tomc,female,53.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Milan,Zver,male,56.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Pilar,Ayuso,male,76.0,Spain,EPP,FOR,Partido Popular
Luis,de Grandes Pascual,female,74.0,Spain,EPP,FOR,Partido Popular
Pilar,del Castillo Vera,male,66.0,Spain,EPP,FOR,Partido Popular
Agustín,Díaz De Mera García Consuegra,male,71.0,Spain,EPP,FOR,Partido Popular
Rosa,Estaràs Ferragut,female,53.0,Spain,EPP,FOR,Partido Popular
Santiago,Fisas Ayxelà,male,70.0,Spain,EPP,FOR,Partido Popular
Francesc,Gambús,male,44.0,Spain,EPP,FOR,0
Esteban,González Pons,female,54.0,Spain,EPP,FOR,Partido Popular
Esther,Herranz García,male,49.0,Spain,EPP,FOR,Partido Popular
Carlos,Iturgaiz,female,53.0,Spain,EPP,FOR,Partido Popular
Teresa,Jiménez-Becerril Barrio,male,57.0,Spain,EPP,FOR,Partido Popular
Verónica,Lope Fontagné,male,67.0,Spain,EPP,NOT PRESENT,Partido Popular
Antonio,López-Istúriz White,male,48.0,Spain,EPP,FOR,Partido Popular
Gabriel,Mato,male,57.0,Spain,EPP,FOR,Partido Popular
Francisco José,Millán Mon,female,64.0,Spain,EPP,FOR,Partido Popular
José Ignacio,Salafranca Sánchez-Neyra,male,63.0,Spain,EPP,FOR,Partido Popular
Ramón Luis,Valcárcel Siso,male,64.0,Spain,EPP,FOR,Partido Popular
Anna Maria,Corazza Bildt,male,56.0,Sweden,EPP,NOT PRESENT,Moderaterna
Christofer,Fjellner,male,42.0,Sweden,EPP,AGAINST,Moderaterna
Gunnar,Hökmark,male,66.0,Sweden,EPP,AGAINST,Moderaterna
Anders,Sellström,male,55.0,Sweden,EPP,AGAINST,Kristdemokraterna
Richard,Ashworth,female,71.0,United Kingdom,EPP,FOR,Conservative Party
Julie,Girling,male,62.0,United Kingdom,EPP,FOR,Conservative Party
