First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Daniele,Viotti,female,33.0,Italy,S&D,AGAINST,Partito Democratico
Marco,Zanni,female,32.0,Italy,ENF,AGAINST,Independent
Sandra,Kalniete,female,66.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Miroslavs,Mitrofanovs,female,52.0,Latvia,Greens-EFA,AGAINST,Latvijas Krievu savienība
Laima Liucija,Andrikienė,female,61.0,Lithuania,EPP,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai
Vilija,Blinkevičiūtė,female,59.0,Lithuania,S&D,FOR,Lietuvos socialdemokratų partija
Viktor,Uspaskich,female,59.0,Lithuania,ALDE,FOR,Darbo partija
Georges,Bach,female,63.0,Luxembourg,EPP,AGAINST,Parti chrétien social luxembourgeois
Tilly,Metz,female,51.0,Luxembourg,Greens-EFA,AGAINST,Déi Gréng - Les Verts
Miriam,Dalli,female,42.0,Malta,S&D,FOR,Partit Laburista
Alfred,Sant,female,71.0,Malta,S&D,FOR,Partit Laburista
Anja,Hazekamp,female,51.0,Netherlands,GUE-NGL,AGAINST,Partij voor de Dieren
Jeroen,Lenaers,female,34.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Caroline,Nagtegaal,female,38.0,Netherlands,ALDE,AGAINST,Volkspartij voor Vrijheid en Democratie
Kati,Piri,female,39.0,Netherlands,S&D,AGAINST,Partij van de Arbeid
Judith,Sargentini,female,45.0,Netherlands,Greens-EFA,AGAINST,GroenLinks
Peter,van Dalen,female,60.0,Netherlands,ECR,AGAINST,ChristenUnie
Auke,Zijlstra,female,54.0,Netherlands,ENF,AGAINST,Partij voor de Vrijheid
Jerzy,Buzek,female,78.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Ryszard,Czarnecki,female,56.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Anna Elżbieta,Fotyga,female,62.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Lidia Joanna,Geringer de Oedenberg,female,61.0,Poland,S&D,AGAINST,Independent
Adam,Gierek,female,80.0,Poland,S&D,AGAINST,Unia Pracy
Beata,Gosiewska,female,48.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Andrzej,Grzyb,female,62.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Krzysztof,Hetman,female,44.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Zbigniew,Kuźmiuk,female,62.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Ryszard Antoni,Legutko,female,69.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Bogusław,Liberadzki,female,70.0,Poland,S&D,ABSTAINED,Sojusz Lewicy Demokratycznej
Jan,Olbrycht,female,66.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Bolesław G.,Piecha,female,64.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Dariusz,Rosati,female,72.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Czesław Adam,Siekierski,female,66.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Bogusław,Sonik,female,65.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Jarosław,Wałęsa,female,42.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Jadwiga,Wiśniewska,female,55.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Francisco,Assis,female,54.0,Portugal,S&D,AGAINST - CORRECTED,Partido Socialista
Cláudia,Monteiro De Aguiar,female,36.0,Portugal,EPP,FOR,Partido Social Democrata
Paulo,Rangel,female,51.0,Portugal,EPP,FOR,Partido Social Democrata
Andi,Cristea,female,37.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Damian,Drăghici,female,48.0,Romania,S&D,FOR,Independent
Maria,Grapini,female,64.0,Romania,S&D,AGAINST - CORRECTED,Partidul Puterii Umaniste
Ramona Nicole,Mănescu,female,46.0,Romania,EPP,FOR,Partidul Național Liberal
Marian-Jean,Marinescu,female,66.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Sorin,Moisă,female,43.0,Romania,EPP,FOR,Partidul Social Democrat
Claudia,Țapardel,female,35.0,Romania,S&D,AGAINST,Partidul Social Democrat
Traian,Ungureanu,female,61.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Adina-Ioana,Vălean,female,51.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Pál,Csáky,female,63.0,Slovakia,EPP,FOR,Strana maďarskej komunity – Magyar Közösség Pártja
Monika,Smolková,female,62.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Boris,Zala,female,64.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Tanja,Fajon,female,47.0,Slovenia,S&D,AGAINST,Socialni demokrati
Alojz,Peterle,female,70.0,Slovenia,EPP,FOR,Nova Slovenija – Krščanski demokrati
Patricija,Šulin,female,53.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Romana,Tomc,female,53.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Beatriz,Becerra Basterrechea,female,52.0,Spain,ALDE,AGAINST,Independiente
José,Blanco López,female,57.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Enrique,Calvet Chambon,female,68.0,Spain,ALDE,FOR,Independiente
Luis,de Grandes Pascual,female,74.0,Spain,EPP,FOR,Partido Popular
Rosa,Estaràs Ferragut,female,53.0,Spain,EPP,FOR,Partido Popular
Jonás,Fernández,female,40.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Iratxe,García Pérez,female,44.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Eider,Gardiazabal Rubial,female,43.0,Spain,S&D,FOR,Partido Socialista Obrero Español
María Teresa,Giménez Barbat,female,63.0,Spain,ALDE,FOR,0
Tania,González Peñas,female,36.0,Spain,GUE-NGL,AGAINST,PODEMOS
Esteban,González Pons,female,54.0,Spain,EPP,FOR,Partido Popular
Sergio,Gutiérrez Prieto,female,36.0,Spain,S&D,NOT PRESENT,Partido Socialista Obrero Español
Carlos,Iturgaiz,female,53.0,Spain,EPP,FOR,Partido Popular
Javi,López,female,33.0,Spain,S&D,NOT PRESENT,Partit dels Socialistes de Catalunya
Paloma,López Bermejo,female,57.0,Spain,GUE-NGL,ABSTAINED,Izquierda Unida
Francisco José,Millán Mon,female,64.0,Spain,EPP,FOR,Partido Popular
Ana,Miranda,female,47.0,Spain,Greens-EFA,NOT PRESENT,Bloque Nacionalista Galego
Javier,Nart,female,71.0,Spain,ALDE,FOR,Ciudadanos-Partido de la Ciudadanía
Maite,Pagazaurtundúa Ruiz,female,54.0,Spain,ALDE,FOR,Unión
Lola,Sánchez Caldentey,female,41.0,Spain,GUE-NGL,AGAINST,PODEMOS
Josep-Maria,Terricabras,female,72.0,Spain,Greens-EFA,AGAINST,Esquerra Republicana de Catalunya
Estefanía,Torres Martínez,female,36.0,Spain,GUE-NGL,NOT PRESENT,PODEMOS
Ernest,Urtasun,female,37.0,Spain,Greens-EFA,AGAINST,Iniciativa per Catalunya Verds
Malin,Björk,female,46.0,Sweden,GUE-NGL,AGAINST,Vänsterpartiet
Jakop,Dalunde,female,35.0,Sweden,Greens-EFA,AGAINST,Miljöpartiet de gröna
Linnéa,Engström,female,37.0,Sweden,Greens-EFA,AGAINST,Miljöpartiet de gröna
Fredrick,Federley,female,40.0,Sweden,ALDE,AGAINST,Centerpartiet
Aleksander,Gabelic,female,53.0,Sweden,S&D,AGAINST,Arbetarepartiet- Socialdemokraterna
Jytte,Guteland,female,39.0,Sweden,S&D,FOR,Arbetarepartiet- Socialdemokraterna
Olle,Ludvigsson,female,70.0,Sweden,S&D,FOR,Arbetarepartiet- Socialdemokraterna
Marita,Ulvskog,female,67.0,Sweden,S&D,FOR,Arbetarepartiet- Socialdemokraterna
Bodil,Valero,female,60.0,Sweden,Greens-EFA,AGAINST,Miljöpartiet de gröna
Kristina,Winberg,female,53.0,Sweden,ECR,AGAINST,Sverigedemokraterna
William,(The Earl Of) Dartmouth,female,69.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Tim,Aker,female,33.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Richard,Ashworth,female,71.0,United Kingdom,EPP,FOR,Conservative Party
Janice,Atkinson,female,56.0,United Kingdom,ENF,NOT PRESENT,Independent
Louise,Bours,female,50.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
David,Campbell Bannerman,female,58.0,United Kingdom,ECR,FOR,Conservative Party
James,Carver,female,49.0,United Kingdom,EFDD,AGAINST,Independent
David,Coburn,female,60.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Jane,Collins,female,57.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
Nirj,Deva,female,70.0,United Kingdom,ECR,FOR,Conservative Party
Diane,Dodds,female,60.0,United Kingdom,Non-attached,AGAINST,Democratic Unionist Party
Nigel,Farage,female,54.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Jacqueline,Foster,female,71.0,United Kingdom,ECR,FOR,Conservative Party
Ashley,Fox,female,49.0,United Kingdom,ECR,FOR,Conservative Party
Mary,Honeyball,female,66.0,United Kingdom,S&D,FOR,Labour Party
Syed,Kamall,female,52.0,United Kingdom,ECR,AGAINST,Conservative Party
Wajid,Khan,female,39.0,United Kingdom,S&D,NOT PRESENT,Labour Party
Rupert,Matthews,female,57.0,United Kingdom,ECR,FOR,Conservative Party
Linda,McAvan,female,56.0,United Kingdom,S&D,FOR,Labour Party
Anthea,Mcintyre,female,64.0,United Kingdom,ECR,FOR,Conservative Party
Baroness Nosheena,Mobarik,female,61.0,United Kingdom,ECR,FOR,Conservative Party
Claude,Moraes,female,53.0,United Kingdom,S&D,FOR,Labour Party
Rory,Palmer,female,37.0,United Kingdom,S&D,NOT PRESENT,Labour Party
Molly,Scott Cato,female,55.0,United Kingdom,Greens-EFA,AGAINST,Green Party
Jill,Seymour,female,60.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Kay,Swinburne,female,51.0,United Kingdom,ECR,FOR,Conservative Party
Charles,Tannock,female,61.0,United Kingdom,ECR,FOR,Conservative Party
Keith,Taylor,female,65.0,United Kingdom,Greens-EFA,AGAINST,Green Party
Geoffrey,Van Orden,female,73.0,United Kingdom,ECR,FOR,Conservative Party
Derek,Vaughan,female,57.0,United Kingdom,S&D,FOR,Labour Party
Julie,Ward,female,62.0,United Kingdom,S&D,FOR,Labour Party
,,female,,,,,
,,female,,,,,
,,female,,,,,
,,female,,,,,
,,female,,,,,
,,female,,,,,
