First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Pilar,Ayuso,male,76.0,Spain,EPP,FOR,Partido Popular
Izaskun,Bilbao Barandica,male,57.0,Spain,ALDE,FOR,Partido Nacionalista Vasco
José,Blanco López,female,57.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Enrique,Calvet Chambon,female,68.0,Spain,ALDE,FOR,Independiente
Luis,de Grandes Pascual,female,74.0,Spain,EPP,FOR,Partido Popular
Pilar,del Castillo Vera,male,66.0,Spain,EPP,FOR,Partido Popular
Agustín,Díaz De Mera García Consuegra,male,71.0,Spain,EPP,FOR,Partido Popular
Santiago,Fisas Ayxelà,male,70.0,Spain,EPP,FOR,Partido Popular
María Teresa,Giménez Barbat,female,63.0,Spain,ALDE,FOR,0
Enrique,Guerrero Salom,male,70.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Ramón,Jáuregui Atondo,male,70.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Teresa,Jiménez-Becerril Barrio,male,57.0,Spain,EPP,FOR,Partido Popular
Verónica,Lope Fontagné,male,67.0,Spain,EPP,NOT PRESENT,Partido Popular
Juan Fernando,López Aguilar,male,57.0,Spain,S&D,FOR,Partido Socialista Obrero Español
Paloma,López Bermejo,female,57.0,Spain,GUE-NGL,ABSTAINED,Izquierda Unida
Gabriel,Mato,male,57.0,Spain,EPP,FOR,Partido Popular
Francisco José,Millán Mon,female,64.0,Spain,EPP,FOR,Partido Popular
Javier,Nart,female,71.0,Spain,ALDE,FOR,Ciudadanos-Partido de la Ciudadanía
Inmaculada,Rodríguez-Piñero Fernández,male,61.0,Spain,S&D,FOR,Partido Socialista Obrero Español
José Ignacio,Salafranca Sánchez-Neyra,male,63.0,Spain,EPP,FOR,Partido Popular
Maria Lidia,Senra Rodríguez,male,60.0,Spain,GUE-NGL,AGAINST,Alternativa galega de esquerda en Europa
Josep-Maria,Terricabras,female,72.0,Spain,Greens-EFA,AGAINST,Esquerra Republicana de Catalunya
Ramón Luis,Valcárcel Siso,male,64.0,Spain,EPP,FOR,Partido Popular
Elena,Valenciano,male,58.0,Spain,S&D,NOT PRESENT,Partido Socialista Obrero Español
Ángela,Vallina,male,59.0,Spain,GUE-NGL,NOT PRESENT,Izquierda Unida
Anna Maria,Corazza Bildt,male,56.0,Sweden,EPP,NOT PRESENT,Moderaterna
Gunnar,Hökmark,male,66.0,Sweden,EPP,AGAINST,Moderaterna
Olle,Ludvigsson,female,70.0,Sweden,S&D,FOR,Arbetarepartiet- Socialdemokraterna
Peter,Lundgren,male,56.0,Sweden,ECR,AGAINST,Sverigedemokraterna
Soraya,Post,male,62.0,Sweden,S&D,NOT PRESENT,Feministiskt initiativ
Marita,Ulvskog,female,67.0,Sweden,S&D,FOR,Arbetarepartiet- Socialdemokraterna
Bodil,Valero,female,60.0,Sweden,Greens-EFA,AGAINST,Miljöpartiet de gröna
William,(The Earl Of) Dartmouth,female,69.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
John Stuart,Agnew,male,69.0,United Kingdom,ENF,AGAINST,United Kingdom Independence Party
Martina,Anderson,male,56.0,United Kingdom,GUE-NGL,AGAINST,Sinn Fein
Richard,Ashworth,female,71.0,United Kingdom,EPP,FOR,Conservative Party
Janice,Atkinson,female,56.0,United Kingdom,ENF,NOT PRESENT,Independent
Amjad,Bashir,male,66.0,United Kingdom,ECR,FOR,Conservative Party
Gerard,Batten,male,64.0,United Kingdom,ENF,AGAINST,United Kingdom Independence Party
Catherine,Bearder,male,70.0,United Kingdom,ALDE,AGAINST,Liberal Democrats
Paul,Brannen,male,56.0,United Kingdom,S&D,FOR,Labour Party
Jonathan,Bullock,male,56.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
David,Campbell Bannerman,female,58.0,United Kingdom,ECR,FOR,Conservative Party
David,Coburn,female,60.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Jane,Collins,female,57.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
Richard,Corbett,male,64.0,United Kingdom,S&D,NOT PRESENT,Labour Party
Nirj,Deva,female,70.0,United Kingdom,ECR,FOR,Conservative Party
Diane,Dodds,female,60.0,United Kingdom,Non-attached,AGAINST,Democratic Unionist Party
Jill,Evans,male,59.0,United Kingdom,Greens-EFA,AGAINST,Plaid Cymru - Party of Wales
John,Flack,male,62.0,United Kingdom,ECR,AGAINST,Conservative Party
Jacqueline,Foster,female,71.0,United Kingdom,ECR,FOR,Conservative Party
Neena,Gill,male,62.0,United Kingdom,S&D,FOR,Labour Party
Julie,Girling,male,62.0,United Kingdom,EPP,FOR,Conservative Party
Theresa,Griffin,male,56.0,United Kingdom,S&D,FOR,Labour Party
Mary,Honeyball,female,66.0,United Kingdom,S&D,FOR,Labour Party
Mike,Hookem,male,65.0,United Kingdom,Non-attached,AGAINST,United Kingdom Independence Party
John,Howarth,male,60.0,United Kingdom,S&D,FOR,Labour Party
Ian,Hudghton,male,67.0,United Kingdom,Greens-EFA,AGAINST,Scottish National Party
Diane,James,male,59.0,United Kingdom,Non-attached,NOT PRESENT,Independent
Jean,Lambert,male,68.0,United Kingdom,Greens-EFA,AGAINST,Green Party
David,Martin,male,64.0,United Kingdom,S&D,FOR,Labour Party
Rupert,Matthews,female,57.0,United Kingdom,ECR,FOR,Conservative Party
Linda,McAvan,female,56.0,United Kingdom,S&D,FOR,Labour Party
Anthea,Mcintyre,female,64.0,United Kingdom,ECR,FOR,Conservative Party
Baroness Nosheena,Mobarik,female,61.0,United Kingdom,ECR,FOR,Conservative Party
James,Nicholson,male,74.0,United Kingdom,ECR,FOR,Ulster Unionist Party
Margot,Parker,male,75.0,United Kingdom,EFDD,NOT PRESENT,United Kingdom Independence Party
Julia,Reid,male,66.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Jill,Seymour,female,60.0,United Kingdom,EFDD,AGAINST,United Kingdom Independence Party
Charles,Tannock,female,61.0,United Kingdom,ECR,FOR,Conservative Party
Keith,Taylor,female,65.0,United Kingdom,Greens-EFA,AGAINST,Green Party
Geoffrey,Van Orden,female,73.0,United Kingdom,ECR,FOR,Conservative Party
Derek,Vaughan,female,57.0,United Kingdom,S&D,FOR,Labour Party
Julie,Ward,female,62.0,United Kingdom,S&D,FOR,Labour Party
