First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Ingeborg,Grässle,male,58.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Monika,Hohlmeier,male,56.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Peter,Jahr,male,59.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Dieter-Lebrecht,Koch,male,66.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Werner,Kuhn,male,63.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Werner,Langen,male,69.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Thomas,Mann,female,73.0,Germany,EPP,AGAINST - CORRECTED,Christlich Demokratische Union Deutschlands
Angelika,Niebler,male,56.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Godelieve,Quisthoudt-Rowohl,male,71.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Renate,Sommer,male,60.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Rainer,Wieland,male,62.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Joachim,Zeller,male,66.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Manolis,Kefalogiannis,male,59.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Georgios,Kyrtsos,female,66.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Elissavet,Vozemberg-Vrionidi,male,62.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Deirdre,Clune,male,59.0,Ireland,EPP,NOT PRESENT,Fine Gael Party
Seán,Kelly,male,66.0,Ireland,EPP,FOR,Fine Gael Party
Mairead,McGuinness,male,59.0,Ireland,EPP,FOR,Fine Gael Party
Lorenzo,Cesa,male,67.0,Italy,EPP,FOR,Unione di Centro
Salvatore,Cicu,female,61.0,Italy,EPP,FOR,Forza Italia
Elisabetta,Gardini,male,62.0,Italy,EPP,FOR,Forza Italia
Alessandra,Mussolini,male,56.0,Italy,EPP,FOR,Forza Italia
Aldo,Patriciello,male,61.0,Italy,EPP,NOT PRESENT,Forza Italia
Antonio,Tajani,female,65.0,Italy,EPP,NOT PRESENT,Forza Italia
Georges,Bach,female,63.0,Luxembourg,EPP,AGAINST,Parti chrétien social luxembourgeois
Annie,Schreijer-Pierik,male,66.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Wim,van de Camp,male,65.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Lambert,van Nistelrooij,male,66.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Carlos,Coelho,male,58.0,Portugal,EPP,FOR,Partido Social Democrata
José Inácio,Faria,male,57.0,Portugal,EPP,FOR,Partido da Terra
Fernando,Ruas,male,70.0,Portugal,EPP,FOR,Partido Social Democrata
Pilar,Ayuso,male,76.0,Spain,EPP,FOR,Partido Popular
Luis,de Grandes Pascual,female,74.0,Spain,EPP,FOR,Partido Popular
Pilar,del Castillo Vera,male,66.0,Spain,EPP,FOR,Partido Popular
Agustín,Díaz De Mera García Consuegra,male,71.0,Spain,EPP,FOR,Partido Popular
Santiago,Fisas Ayxelà,male,70.0,Spain,EPP,FOR,Partido Popular
Teresa,Jiménez-Becerril Barrio,male,57.0,Spain,EPP,FOR,Partido Popular
Verónica,Lope Fontagné,male,67.0,Spain,EPP,NOT PRESENT,Partido Popular
Gabriel,Mato,male,57.0,Spain,EPP,FOR,Partido Popular
Francisco José,Millán Mon,female,64.0,Spain,EPP,FOR,Partido Popular
José Ignacio,Salafranca Sánchez-Neyra,male,63.0,Spain,EPP,FOR,Partido Popular
Ramón Luis,Valcárcel Siso,male,64.0,Spain,EPP,FOR,Partido Popular
Anna Maria,Corazza Bildt,male,56.0,Sweden,EPP,NOT PRESENT,Moderaterna
Gunnar,Hökmark,male,66.0,Sweden,EPP,AGAINST,Moderaterna
Richard,Ashworth,female,71.0,United Kingdom,EPP,FOR,Conservative Party
Julie,Girling,male,62.0,United Kingdom,EPP,FOR,Conservative Party
